   1.60273,  40.12000,  43.70000
   1.19122,  56.80000,  56.51000
   1.02981,  63.11000,  64.07000
   0.92458,  67.11000,  60.86000
   0.84726,  70.08000,  66.44000
   0.78385,  72.38000,  59.85000
   0.73878,  73.90000,  67.88000
   0.69440,  75.70000,  75.12000
   0.66013,  76.83000,  73.25000
   0.63886,  77.83000,  77.69000
   0.61678,  78.37000,  70.74000
   0.60093,  78.99000,  69.42000
   0.57146,  80.36000,  69.42000
   0.56397,  80.62000,  65.52000
   0.55820,  80.72000,  77.95000
   0.54470,  81.14000,  71.69000
   0.53084,  81.42000,  78.37000
   0.52147,  81.98000,  74.56000
   0.51715,  82.20000,  74.88000
   0.51317,  82.24000,  76.44000
   0.50204,  82.54000,  79.99000
   0.49978,  82.85000,  76.93000
   0.49144,  82.98000,  81.32000
   0.48708,  82.97000,  81.38000
   0.48709,  83.03000,  83.38000
   0.47688,  83.54000,  68.84000
   0.47212,  83.68000,  80.46000
   0.46931,  83.96000,  75.61000
   0.46621,  83.80000,  79.28000
   0.46250,  83.89000,  77.25000
   0.45970,  83.98000,  76.53000
   0.45270,  84.19000,  78.94000
   0.45550,  84.17000,  79.01000
   0.45053,  84.27000,  81.02000
   0.44329,  84.44000,  77.06000
   0.44315,  84.54000,  79.09000
   0.44395,  84.57000,  78.24000
   0.44302,  84.67000,  79.16000
   0.44048,  84.69000,  76.29000
   0.43460,  84.94000,  75.95000
   0.43325,  85.00000,  81.36000
   0.42910,  85.06000,  79.13000
   0.42932,  84.96000,  79.58000
   0.42297,  85.26000,  80.79000
   0.42603,  85.32000,  82.17000
   0.42207,  85.39000,  78.60000
   0.42563,  85.20000,  79.44000
   0.42662,  85.29000,  79.29000
   0.42134,  85.43000,  78.05000
   0.41844,  85.58000,  70.71000
   0.41820,  85.36000,  77.87000
   0.41972,  85.53000,  83.37000
   0.41278,  85.74000,  78.91000
   0.40858,  85.99000,  77.92000
   0.41516,  85.64000,  83.84000
   0.40615,  85.72000,  80.45000
   0.41061,  85.74000,  81.11000
   0.40754,  85.87000,  80.67000
   0.40708,  85.94000,  83.30000
   0.40264,  85.93000,  81.80000
   0.40296,  86.09000,  80.80000
   0.40690,  85.78000,  81.96000
   0.40698,  85.98000,  75.87000
   0.40440,  85.90000,  82.84000
   0.39981,  86.03000,  82.72000
   0.39824,  85.98000,  79.82000
   0.40257,  85.96000,  79.74000
   0.40067,  86.09000,  81.41000
   0.39019,  86.62000,  83.94000
   0.39402,  86.40000,  80.46000
   0.39799,  86.29000,  82.54000
   0.39485,  86.24000,  81.66000
   0.39073,  86.55000,  82.04000
   0.39331,  86.38000,  79.61000
   0.39132,  86.40000,  71.85000
   0.39313,  86.34000,  80.97000
   0.38638,  86.68000,  80.80000
   0.38984,  86.44000,  83.58000
   0.38902,  86.38000,  77.21000
   0.38981,  86.50000,  80.13000
   0.38748,  86.47000,  78.51000
   0.38438,  86.77000,  80.71000
   0.38608,  86.56000,  80.30000
   0.38538,  86.70000,  78.69000
   0.38936,  86.49000,  83.46000
   0.38397,  86.63000,  79.12000
   0.38679,  86.54000,  78.53000
   0.38031,  86.89000,  77.35000
   0.38815,  86.51000,  81.50000
   0.37917,  86.77000,  74.43000
   0.38168,  86.69000,  69.35000
   0.37943,  87.00000,  81.94000
   0.37873,  86.98000,  83.20000
   0.37761,  86.84000,  70.96000
   0.37687,  87.01000,  82.36000
   0.38069,  86.80000,  82.63000
   0.37838,  86.84000,  79.87000
   0.37553,  87.04000,  77.25000
   0.37797,  86.84000,  82.59000
   0.37381,  86.89000,  80.35000
   0.26601,  90.76000,  89.19000
   0.23155,  92.02000,  89.60000
   0.21663,  92.43000,  89.47000
   0.20962,  92.83000,  89.71000
   0.20290,  92.89000,  89.88000
   0.19884,  93.03000,  89.66000
   0.19652,  93.05000,  89.64000
   0.19257,  93.24000,  89.56000
   0.18868,  93.51000,  89.30000
   0.18301,  93.57000,  90.06000
   0.17928,  93.82000,  90.10000
   0.17677,  93.76000,  89.80000
   0.17737,  93.77000,  89.22000
   0.17497,  93.71000,  89.79000
   0.17395,  93.80000,  89.10000
   0.16923,  94.01000,  89.99000
   0.17102,  94.03000,  89.13000
   0.17331,  93.93000,  89.72000
   0.16789,  94.09000,  89.58000
   0.16825,  94.06000,  89.99000
   0.16709,  94.14000,  89.60000
   0.16407,  94.20000,  90.55000
   0.16714,  94.15000,  90.17000
   0.16621,  94.04000,  89.13000
   0.16698,  94.06000,  89.25000
   0.16071,  94.31000,  90.31000
   0.16511,  94.19000,  89.26000
   0.16252,  94.29000,  89.01000
   0.16312,  94.24000,  89.05000
   0.16208,  94.31000,  88.36000
   0.15808,  94.39000,  88.92000
   0.15970,  94.35000,  89.24000
   0.15661,  94.33000,  85.81000
   0.15498,  94.61000,  90.11000
   0.15733,  94.47000,  89.20000
   0.15967,  94.42000,  90.12000
   0.16062,  94.28000,  88.90000
   0.15536,  94.46000,  88.22000
   0.15357,  94.53000,  88.66000
   0.15694,  94.42000,  87.53000
   0.15365,  94.49000,  88.96000
   0.15222,  94.53000,  88.67000
   0.15788,  94.42000,  89.81000
   0.15239,  94.60000,  88.12000
   0.15506,  94.60000,  89.13000
   0.15372,  94.52000,  88.31000
   0.15366,  94.58000,  87.98000
   0.15280,  94.63000,  87.31000
   0.15052,  94.67000,  89.63000
   0.15133,  94.62000,  89.55000
   0.12393,  95.62000,  90.54000
   0.10936,  96.18000,  91.22000
   0.10820,  96.26000,  91.03000
   0.10340,  96.44000,  90.53000
   0.10286,  96.44000,  90.88000
   0.10008,  96.48000,  91.27000
   0.09792,  96.61000,  90.58000
   0.09784,  96.56000,  90.49000
   0.09791,  96.64000,  90.82000
   0.09761,  96.63000,  90.74000
   0.09520,  96.71000,  90.15000
   0.09642,  96.74000,  90.81000
   0.09669,  96.66000,  91.20000
   0.09698,  96.58000,  90.41000
   0.09672,  96.64000,  91.06000
   0.09596,  96.65000,  91.10000
   0.09344,  96.70000,  91.06000
   0.08973,  96.84000,  90.07000
   0.09446,  96.76000,  90.59000
   0.09396,  96.71000,  91.10000
   0.09368,  96.67000,  90.86000
   0.09375,  96.81000,  91.01000
   0.09171,  96.79000,  91.14000
   0.09432,  96.65000,  91.02000
   0.09199,  96.91000,  90.47000
   0.09288,  96.76000,  91.31000
   0.09151,  96.74000,  90.79000
   0.09060,  96.81000,  90.54000
   0.09069,  96.85000,  90.41000
   0.09313,  96.69000,  91.07000
   0.08459,  97.06000,  91.29000
   0.08416,  97.07000,  91.09000
   0.07955,  97.24000,  91.31000
   0.07906,  97.29000,  91.39000
   0.07988,  97.24000,  91.28000
   0.08093,  97.17000,  91.31000
   0.07709,  97.37000,  91.16000
   0.07908,  97.23000,  91.07000
   0.07873,  97.31000,  91.13000
   0.07755,  97.37000,  90.76000
   0.07982,  97.27000,  91.30000
   0.07767,  97.35000,  91.35000
   0.07663,  97.41000,  91.09000
   0.07704,  97.35000,  91.17000
   0.07770,  97.31000,  91.31000
   0.08014,  97.20000,  91.02000
   0.07857,  97.25000,  91.52000
   0.07701,  97.38000,  91.24000
   0.07809,  97.39000,  91.15000
   0.07861,  97.26000,  91.07000
