   4.17010,   6.07600,  10.47000
   3.60878,  13.58600,  15.00000
   3.23612,  20.27200,  22.55000
   2.88093,  26.90600,  24.76000
   2.58470,  32.70000,  33.55000
   2.35618,  37.26000,  35.94000
   2.17389,  41.18800,  38.17000
   2.02880,  44.79000,  39.34000
   1.90020,  47.66200,  43.15000
   1.80357,  50.18200,  43.60000
   1.71545,  52.00400,  44.24000
   1.64427,  53.70400,  44.79000
   1.58616,  55.15600,  47.18000
   1.52792,  56.70400,  47.81000
   1.48280,  57.80400,  49.44000
   1.42336,  59.26600,  49.56000
   1.39958,  59.80000,  50.19000
   1.34880,  60.98400,  53.01000
   1.32209,  61.64800,  55.20000
   1.28721,  62.72600,  51.98000
   1.26720,  63.32800,  52.81000
   1.23136,  64.01200,  54.03000
   1.20499,  64.86400,  50.16000
   1.17812,  65.54600,  54.95000
   1.15905,  66.22200,  54.29000
   1.14817,  66.14400,  53.92000
   1.11687,  67.16800,  55.71000
   1.08664,  67.77200,  51.81000
   1.07655,  67.90600,  53.82000
   1.06736,  68.24200,  54.31000
   1.04282,  68.69600,  52.97000
   1.02792,  69.23800,  55.10000
   1.00996,  69.65000,  53.85000
   1.00720,  69.78600,  56.66000
   0.98259,  70.54200,  52.04000
   0.97177,  70.87600,  55.60000
   0.95793,  71.24400,  52.30000
   0.95249,  71.31400,  55.30000
   0.93912,  71.56600,  57.09000
   0.92592,  72.09400,  53.37000
   0.92151,  71.89799,  57.59000
   0.90075,  72.82800,  57.23000
   0.90363,  72.62000,  55.26000
   0.88717,  73.03200,  56.93000
   0.87212,  73.40000,  57.86000
   0.87105,  73.62000,  55.58000
   0.86302,  73.80400,  57.71000
   0.84314,  74.21600,  57.26000
   0.84489,  74.15400,  53.59000
   0.82724,  74.88200,  57.89000
   0.82776,  74.53000,  56.96000
   0.80625,  75.29000,  58.66000
   0.80933,  75.02200,  55.23000
   0.80632,  75.36200,  52.15000
   0.79547,  75.45800,  58.20000
   0.78152,  75.95600,  57.55000
   0.79097,  75.67000,  58.75000
